Lower layer Super Output Areas Code,Car or van availability (3 categories),Observation
E01001349,Does not apply,0
E01001349,No cars or vans in household,140
E01001349,1 or more cars or vans in household,350
E01001350,Does not apply,0
E01001350,No cars or vans in household,223
E01001350,1 or more cars or vans in household,392
E01001351,Does not apply,0
E01001351,No cars or vans in household,471
E01001351,1 or more cars or vans in household,362
E01001352,Does not apply,0
E01001352,No cars or vans in household,261
E01001352,1 or more cars or vans in household,383
E01001353,Does not apply,0
E01001353,No cars or vans in household,329
E01001353,1 or more cars or vans in household,306
E01001354,Does not apply,0
E01001354,No cars or vans in household,393
E01001354,1 or more cars or vans in household,497
E01001355,Does not apply,0
E01001355,No cars or vans in household,467
E01001355,1 or more cars or vans in household,423
E01001356,Does not apply,0
E01001356,No cars or vans in household,389
E01001356,1 or more cars or vans in household,243
E01001357,Does not apply,0
E01001357,No cars or vans in household,599
E01001357,1 or more cars or vans in household,540
E01001358,Does not apply,0
E01001358,No cars or vans in household,467
E01001358,1 or more cars or vans in household,356
E01001359,Does not apply,0
E01001359,No cars or vans in household,256
E01001359,1 or more cars or vans in household,367
E01001360,Does not apply,0
E01001360,No cars or vans in household,194
E01001360,1 or more cars or vans in household,359
E01001361,Does not apply,0
E01001361,No cars or vans in household,298
E01001361,1 or more cars or vans in household,306
E01001362,Does not apply,0
E01001362,No cars or vans in household,303
E01001362,1 or more cars or vans in household,413
E01001363,Does not apply,0
E01001363,No cars or vans in household,205
E01001363,1 or more cars or vans in household,322
E01001364,Does not apply,0
E01001364,No cars or vans in household,241
E01001364,1 or more cars or vans in household,309
E01001365,Does not apply,0
E01001365,No cars or vans in household,234
E01001365,1 or more cars or vans in household,443
E01001366,Does not apply,0
E01001366,No cars or vans in household,189
E01001366,1 or more cars or vans in household,375
E01001367,Does not apply,0
E01001367,No cars or vans in household,428
E01001367,1 or more cars or vans in household,318
E01001368,Does not apply,0
E01001368,No cars or vans in household,141
E01001368,1 or more cars or vans in household,330
E01001369,Does not apply,0
E01001369,No cars or vans in household,257
E01001369,1 or more cars or vans in household,296
E01001370,Does not apply,0
E01001370,No cars or vans in household,179
E01001370,1 or more cars or vans in household,390
E01001371,Does not apply,0
E01001371,No cars or vans in household,213
E01001371,1 or more cars or vans in household,405
E01001372,Does not apply,0
E01001372,No cars or vans in household,299
E01001372,1 or more cars or vans in household,397
E01001373,Does not apply,0
E01001373,No cars or vans in household,254
E01001373,1 or more cars or vans in household,330
E01001374,Does not apply,0
E01001374,No cars or vans in household,368
E01001374,1 or more cars or vans in household,535
E01001375,Does not apply,0
E01001375,No cars or vans in household,190
E01001375,1 or more cars or vans in household,518
E01001376,Does not apply,0
E01001376,No cars or vans in household,335
E01001376,1 or more cars or vans in household,401
E01001377,Does not apply,0
E01001377,No cars or vans in household,220
E01001377,1 or more cars or vans in household,476
E01001379,Does not apply,0
E01001379,No cars or vans in household,199
E01001379,1 or more cars or vans in household,518
E01001380,Does not apply,0
E01001380,No cars or vans in household,503
E01001380,1 or more cars or vans in household,555
E01001381,Does not apply,0
E01001381,No cars or vans in household,422
E01001381,1 or more cars or vans in household,435
E01001382,Does not apply,0
E01001382,No cars or vans in household,126
E01001382,1 or more cars or vans in household,437
E01001383,Does not apply,0
E01001383,No cars or vans in household,208
E01001383,1 or more cars or vans in household,441
E01001384,Does not apply,0
E01001384,No cars or vans in household,227
E01001384,1 or more cars or vans in household,474
E01001385,Does not apply,0
E01001385,No cars or vans in household,208
E01001385,1 or more cars or vans in household,458
E01001386,Does not apply,0
E01001386,No cars or vans in household,242
E01001386,1 or more cars or vans in household,512
E01001387,Does not apply,0
E01001387,No cars or vans in household,317
E01001387,1 or more cars or vans in household,406
E01001388,Does not apply,0
E01001388,No cars or vans in household,354
E01001388,1 or more cars or vans in household,315
E01001389,Does not apply,0
E01001389,No cars or vans in household,356
E01001389,1 or more cars or vans in household,402
E01001390,Does not apply,0
E01001390,No cars or vans in household,277
E01001390,1 or more cars or vans in household,437
E01001391,Does not apply,0
E01001391,No cars or vans in household,371
E01001391,1 or more cars or vans in household,362
E01001392,Does not apply,0
E01001392,No cars or vans in household,207
E01001392,1 or more cars or vans in household,460
E01001393,Does not apply,0
E01001393,No cars or vans in household,371
E01001393,1 or more cars or vans in household,447
E01001394,Does not apply,0
E01001394,No cars or vans in household,264
E01001394,1 or more cars or vans in household,406
E01001395,Does not apply,0
E01001395,No cars or vans in household,210
E01001395,1 or more cars or vans in household,388
E01001396,Does not apply,0
E01001396,No cars or vans in household,196
E01001396,1 or more cars or vans in household,328
E01001397,Does not apply,0
E01001397,No cars or vans in household,239
E01001397,1 or more cars or vans in household,531
E01001398,Does not apply,0
E01001398,No cars or vans in household,67
E01001398,1 or more cars or vans in household,431
E01001399,Does not apply,0
E01001399,No cars or vans in household,75
E01001399,1 or more cars or vans in household,423
E01001400,Does not apply,0
E01001400,No cars or vans in household,107
E01001400,1 or more cars or vans in household,467
E01001401,Does not apply,0
E01001401,No cars or vans in household,81
E01001401,1 or more cars or vans in household,419
E01001402,Does not apply,0
E01001402,No cars or vans in household,126
E01001402,1 or more cars or vans in household,573
E01001403,Does not apply,0
E01001403,No cars or vans in household,160
E01001403,1 or more cars or vans in household,482
E01001404,Does not apply,0
E01001404,No cars or vans in household,79
E01001404,1 or more cars or vans in household,436
E01001405,Does not apply,0
E01001405,No cars or vans in household,258
E01001405,1 or more cars or vans in household,572
E01001406,Does not apply,0
E01001406,No cars or vans in household,188
E01001406,1 or more cars or vans in household,463
E01001407,Does not apply,0
E01001407,No cars or vans in household,107
E01001407,1 or more cars or vans in household,487
E01001408,Does not apply,0
E01001408,No cars or vans in household,186
E01001408,1 or more cars or vans in household,523
E01001409,Does not apply,0
E01001409,No cars or vans in household,248
E01001409,1 or more cars or vans in household,533
E01001410,Does not apply,0
E01001410,No cars or vans in household,287
E01001410,1 or more cars or vans in household,528
E01001411,Does not apply,0
E01001411,No cars or vans in household,175
E01001411,1 or more cars or vans in household,566
E01001412,Does not apply,0
E01001412,No cars or vans in household,122
E01001412,1 or more cars or vans in household,538
E01001413,Does not apply,0
E01001413,No cars or vans in household,83
E01001413,1 or more cars or vans in household,527
E01001414,Does not apply,0
E01001414,No cars or vans in household,284
E01001414,1 or more cars or vans in household,409
E01001415,Does not apply,0
E01001415,No cars or vans in household,216
E01001415,1 or more cars or vans in household,655
E01001416,Does not apply,0
E01001416,No cars or vans in household,61
E01001416,1 or more cars or vans in household,531
E01001417,Does not apply,0
E01001417,No cars or vans in household,50
E01001417,1 or more cars or vans in household,615
E01001418,Does not apply,0
E01001418,No cars or vans in household,204
E01001418,1 or more cars or vans in household,518
E01001419,Does not apply,0
E01001419,No cars or vans in household,184
E01001419,1 or more cars or vans in household,584
E01001420,Does not apply,0
E01001420,No cars or vans in household,172
E01001420,1 or more cars or vans in household,462
E01001421,Does not apply,0
E01001421,No cars or vans in household,205
E01001421,1 or more cars or vans in household,416
E01001422,Does not apply,0
E01001422,No cars or vans in household,41
E01001422,1 or more cars or vans in household,574
E01001423,Does not apply,0
E01001423,No cars or vans in household,239
E01001423,1 or more cars or vans in household,384
E01001424,Does not apply,0
E01001424,No cars or vans in household,232
E01001424,1 or more cars or vans in household,244
E01001425,Does not apply,0
E01001425,No cars or vans in household,412
E01001425,1 or more cars or vans in household,329
E01001426,Does not apply,0
E01001426,No cars or vans in household,255
E01001426,1 or more cars or vans in household,363
E01001427,Does not apply,0
E01001427,No cars or vans in household,322
E01001427,1 or more cars or vans in household,321
E01001428,Does not apply,0
E01001428,No cars or vans in household,195
E01001428,1 or more cars or vans in household,371
E01001429,Does not apply,0
E01001429,No cars or vans in household,647
E01001429,1 or more cars or vans in household,366
E01001430,Does not apply,0
E01001430,No cars or vans in household,335
E01001430,1 or more cars or vans in household,314
E01001431,Does not apply,0
E01001431,No cars or vans in household,300
E01001431,1 or more cars or vans in household,354
E01001432,Does not apply,0
E01001432,No cars or vans in household,383
E01001432,1 or more cars or vans in household,349
E01001433,Does not apply,0
E01001433,No cars or vans in household,160
E01001433,1 or more cars or vans in household,417
E01001434,Does not apply,0
E01001434,No cars or vans in household,130
